similarity,cross_score
0.16224599,-0.0007752581870938
0.20252293,-0.0012470841794791
0.22806527,-0.0008868085053643
0.2365016,-0.0041731214741836
0.2174159,-0.0024251231668627
0.21418014,-0.0120622524593803
0.21920219,-0.0014827997231029
0.56325126,0.0934011360187792
0.13557538,-0.0210339885836844
0.14444655,-0.0082013923795593
0.14444655,-0.0873023562842346
0.13136777,0.0541272712585439
0.24889858,-0.0045500655798625
0.2285366,-0.0058893576512875
0.25101987,-0.0100324204810632
0.33020967,0.000757181739207
0.22244732,0.3838409110508463
0.09239146,0.0181482075468504
0.093801774,0.0350127366599846
0.14062256,0.0670123799284677
0.1368284,0.0191357263424899
0.43289846,-0.0364802457275563
0.25526634,-0.0066187238818361
0.17444281,0.2074349428327318
0.54373586,0.1897000204398943
0.14691925,0.0528399146969943
0.20620877,-0.0011470434738245
0.15898119,-0.0018320197912073
0.36145362,0.5194294468989331
0.14311148,0.0039831642197481
0.2696127,0.0091452867732665
0.19013126,0.0368749027103513
0.09456524,-0.0228858410946023
0.089137495,0.0024712715855155
0.089137495,-0.0445309090469286
0.27159035,0.0320820649379058
0.09455238,-0.0167041720389284
0.259714,0.0
0.22932751,0.0
0.29216847,0.0018002694673766
0.3060499,0.0
0.23923188,-0.008657427836474
0.24527213,-0.0050442031265638
0.28772235,-0.010348455612833
0.4837104,-0.0472201679391268
0.21270001,0.0012487300020393
0.22444013,-0.0019878299611012
0.22444013,-0.0015282724969757
0.21173345,0.0014974863555294
0.36315084,-0.0159903719142444
0.3686868,0.0007413899964849
0.33328265,-0.0414026367708469
0.5979265,-0.0250686784074525
0.41465762,-0.0977798622997572
0.11191043,-0.0790116565599983
0.12408344,-0.0686993124660674
0.12203568,0.2114526890587077
0.12212928,-0.053811173342604
0.36138636,-0.0462348948287888
0.1432367,-0.3393809889144752
0.41339275,-0.4479239208146763
0.14010307,0.0265687150364587
0.1623951,-0.13930550603715
0.13293765,-0.1175955113070533
0.3263933,-0.1931704699037763
0.13705395,-0.1281057878521987
0.3492299,-0.067814158177006
0.3186546,0.0153114459023717
0.11926384,-0.0554817152830828
0.11093101,-0.0959776834622442
0.11093101,0.1265255634141755
0.34643462,-0.1369631583559304
0.43289846,-0.3024012716220658
0.112666026,0.0250726951608911
0.8456714,0.0050431065933447
0.8904611,0.0099006458730566
0.9070101,0.0881194581933816
0.87613297,0.0804394535795243
0.8362518,0.1292244555167281
0.8973262,0.0132226238737242
0.18009718,-0.0205849394771841
0.4700262,0.0337737891345356
0.4540848,0.0280067826578723
0.4540848,0.3386930839134595
0.4875828,-0.0108704027331899
0.5657697,0.0144120091595445
0.6852019,0.0756943973636329
0.50255764,-0.0075942711336163
0.41089222,-0.1176138268055251
0.57664734,-0.0704026338581635
0.15651351,0.0597010618188324
0.16647217,0.0574204203712861
0.09259211,-0.2798629924206287
0.14282203,0.0211869216971766
0.259714,0.0325046428016121
0.23174746,-0.1186953499799789
0.26716128,0.2107358262255173
0.24887502,-0.0948012594751179
0.2331771,-0.040391177079212
0.30297187,0.0781256252350194
0.13944766,-0.0127204839639401
0.15712883,-0.2044177605174423
0.2785155,0.1687011059961625
0.45404384,-0.2387733690867009
0.30628228,0.1059816225298141
0.2670169,0.0338503920407323
0.2954957,0.0341890642459122
0.2954957,-0.0933550921886324
0.6330908,0.0239140137136432
0.16224599,-0.2604684662088571
0.164113,-0.1301636187128637
0.8456714,-0.0001128174566274
0.88871574,-2.7616529074353685e-05
0.8859126,0.0012901372170044
0.9110764,0.0204202646742385
0.8737035,0.008383159487198
0.9345344,0.0411614109707978
0.22188091,0.0218487721425845
0.4648579,-0.0144367501107654
0.44687444,-0.013961986821076
0.44687444,0.1011414637729232
0.48061663,0.0009982600346414
0.51771057,0.1150001882136784
0.605452,0.0192416646968053
0.47597113,0.1477540789283253
0.3851813,0.0345582729524565
0.5907273,0.0792071150465509
0.11820325,0.0356809712300688
0.11943961,0.0772566776828803
0.09595682,-0.0149917668645601
0.1374636,0.0503933657968788
0.22932751,-0.0029429315801659
0.18511502,-0.0005283627177205
0.25602296,0.1393005789983128
0.23198673,0.0774610211992059
0.21642585,0.0146882348764119
0.27042937,0.0069734779586058
0.1519252,0.0281598546083826
0.17161448,0.1085124405259592
0.28061113,0.0457904753495207
0.4583426,0.1423883057731487
0.30374506,0.0761916072922367
0.20945054,-0.016104270489324
0.23854972,0.0043429737814148
0.23854972,-0.0096671295849466
0.6795901,0.0873992260835972
0.20252293,0.1218764234372587
0.16718197,0.0097921657376194
0.8904611,0.0197654326308454
0.88871574,0.008769620899019
0.8988582,0.0304582931912673
0.87522924,0.0355974076025517
0.81054306,0.0566638655765025
0.94943076,0.0128670810871546
0.22428612,0.0
0.39017856,0.1356964401522922
0.3750731,0.1308814943628229
0.3750731,0.6334658743576503
0.401044,0.0790052651985696
0.5046381,0.0030932812828666
0.66406953,0.0168178460105619
0.4431357,0.0002918536764133
0.3953208,0.0
0.53050584,0.001860229797506
0.12003289,0.0862723304284122
0.12783599,0.0639001337622694
0.07004003,-0.7286898813602174
0.1119656,-0.0042212564785477
0.29216847,0.0021005150213077
0.17992124,-0.0015224787951219
0.2312519,0.3135720109605214
0.2841947,0.0
0.19231276,0.0782605603943137
0.26483947,0.1037899930084923
0.106572665,0.0
0.15089831,-0.0461996809301457
0.25370902,0.206793604804781
0.4661917,0.0
0.27490765,-0.0090461411652623
0.17656478,0.2089995344569243
0.19900416,0.2088538330079138
0.19900416,0.38580021522706
0.5897591,0.0623773131192221
0.22806527,0.0
0.11064789,-0.0468619357107302
0.9070101,0.0272001861893481
0.8859126,0.0081263729860231
0.8988582,0.070412839465489
0.94302535,0.1237827371581021
0.9126217,0.2063135103006307
0.94016176,0.0369795871856211
0.23659933,0.0450600650020948
0.49204704,0.0912857223346713
0.4845516,0.0559294383807178
0.4845516,0.5417203372576116
0.5229429,0.0319337828064818
0.54720086,0.0272582786241417
0.67666113,0.040732573386461
0.49563813,0.0410690798727675
0.44788873,0.0258337489369445
0.6196509,0.313383494263212
0.13738671,0.0747993979206189
0.1426338,0.154789230112808
0.09842377,-0.0450423385520373
0.12975277,0.1962181537264884
0.3060499,-0.0057557486886558
0.22544347,-0.0568705864562603
0.25663245,0.5056148021622442
0.30705303,0.063960206152404
0.22866388,0.0272980192889617
0.30624354,0.1661759025036638
0.14553809,0.123234653905362
0.17810623,0.4293689474142719
0.26860383,0.1519087475754621
0.46767768,0.4054071443684652
