similarity,cross_score
0.88454074,-2.7891943171241104e-05
0.8968441,0.0
0.7627145,0.0
0.9836308,0.0
0.99903846,0.0
0.99672276,0.0
0.97560656,0.0
0.99120754,-0.0018967086478208
0.9857903,-0.0026263143554837
0.9857903,-0.0120201270844686
0.99359834,-0.0032456959146204
0.98330635,-0.0024933401150067
0.991553,-0.0021842444861956
0.99708927,-0.0043319455627331
0.9928378,0.0218694383542339
0.98787,0.1006904354480859
0.9886917,-0.0084852545854638
0.9890554,-0.0046329089490259
0.9952939,0.0599162538837503
0.98957634,-0.0017617819545995
0.9487481,-0.0033264016920334
0.9993847,0.0721618640833866
0.97827834,0.1094275848474656
0.96457565,0.2038136004105447
0.997584,0.018852733996019
0.98968256,-0.0012432647952032
0.99283,-0.0011401708213315
0.9991138,0.2337475743819376
0.99386144,-0.0022125060112763
0.9984551,0.0059819379298243
0.9994662,0.0394412227165948
0.97380686,0.0
0.97373575,0.0
0.97373575,0.0
0.95935154,0.0051106996504849
0.98603135,0.2590260160276165
0.9951127,-0.0007734942991294
0.9565051,0.0002410297811863
0.9678609,0.0053586751486792
0.87332094,0.0005183783366882
0.9976532,0.0367840118896349
0.97703,0.0365286451373882
0.9627092,0.0566605972569044
0.9987976,0.0145235824949817
0.97827834,0.0007731956724183
0.9521548,0.1322557708528524
0.94281995,0.1077113072437909
0.94281995,0.5651080509408848
0.9617843,0.077132530666601
0.994708,0.0088686199136303
0.98543704,0.0158863645665426
0.96499336,0.0126074532033561
0.9938018,0.0065763620922023
0.9981792,-0.0003400741369413
0.96510136,0.142361253663111
0.9637311,0.0643931426286045
0.96776664,0.1234011623408753
0.968215,0.0150070114308253
0.90111357,0.0067159199252502
0.9810154,0.0049038148703914
0.93867123,0.1529085070668585
0.9825134,0.065691915776314
0.96450335,0.0145095026495747
0.967478,0.1490592931726443
0.9730317,0.0423345300358123
0.9663147,0.1851675583791517
0.97999,0.0520472198139955
0.97667,0.1102957598238838
0.99951875,0.1462795402233015
0.99951446,0.1468044513027182
0.99951446,0.3650284435590203
0.99520737,0.1684972970428412
0.97708637,0.0056247066908587
0.9652432,0.0763467333402798
0.99619883,0.001647217680972
0.976129,0.0193356293983275
0.9532374,0.1243724640902716
0.8821471,0.1257412174925989
0.852099,0.223369951919652
0.9639676,0.028315764600267
0.88454074,-0.0014268315245402
0.8522964,-0.0021589511713265
0.84263825,0.0235877287436056
0.84263825,0.1973718466537209
0.87015766,0.0039712762419558
