,t_8,80.jpg_bright,80.jpg_dark_1,80.jpg_dark_2,80.jpg_dark_3,80.jpg_dark_4,80.jpg_dark_5,CF_RefSet,CF_RefSet_Small_Light,CF_ReferenceSet_Small_Dark,spule2-0816_Upside-dl1,FabricDefectsAITEX,kos10,MT_Blowhole_train,spule-upside-0315,spule-upside-hole-reduced,spule-upside-hole256-reduced,bottle_large,bottle_small,capsule,carpet,cable_missing_train,grid_thread,hazelnut_crack_train,metal_nut,pill,screw_scratch_neck_train,tile_crack,toothbrush_small,wood_scratch,zipper,leather,resin_cgp,resin_cgp_augmented,window_cgp,severstal,transistor_damaged_case_train,crack_forest
spule2-0816_Upside-dl1,0.4875828,0.48061663,0.401044,0.5229429,0.49047172,0.52898806,0.50001216,0.33668154,0.32180896,0.32690835,1.0,0.5110781,0.14076312,0.3971382,0.8975225,0.8975225,0.8953721,0.14931644,0.14303027,0.14954378,0.21173345,0.20064752,0.41377443,0.2334424,0.31043416,0.2526867,0.16740951,0.2008455,0.3527061,0.24253578,0.5011608,0.16994753,0.29166043,0.24273053,0.29166043,0.4891388,0.2773261,0.13136777
FabricDefectsAITEX,0.41089222,0.3851813,0.3953208,0.44788873,0.36129624,0.4125752,0.42885083,0.40462,0.36826462,0.42499232,0.5110781,0.99999994,0.37527165,0.49109927,0.55387944,0.55387944,0.56252205,0.22987454,0.26896894,0.18706876,0.5979265,0.15809415,0.5556141,0.25810996,0.26683182,0.22139773,0.16842443,0.2758948,0.22296739,0.3693962,0.59647363,0.46687624,0.23764607,0.22034049,0.23764607,0.5053048,0.18753107,0.33020967
kos10,0.18009718,0.22188091,0.22428612,0.23659933,0.20633954,0.2273868,0.22095895,0.31702518,0.31429774,0.2734688,0.14076312,0.37527165,0.9999999,0.28677127,0.14147624,0.14147624,0.14036115,0.11043002,0.11755139,0.16672957,0.4837104,0.17410657,0.26857114,0.13667403,0.14777605,0.18903635,0.1761527,0.26870245,0.15839358,0.34205368,0.23889633,0.39475465,0.14351441,0.1559302,0.14351441,0.28707165,0.114961185,0.56325126
MT_Blowhole_train,0.57664734,0.5907273,0.53050584,0.6196509,0.61968595,0.6792302,0.5770424,0.51302344,0.45809087,0.67281806,0.3971382,0.49109927,0.28677127,1.0000001,0.37306052,0.37306052,0.3876978,0.14163555,0.14737985,0.15999709,0.41465762,0.11382689,0.2491037,0.33637118,0.18087074,0.20587188,0.2000039,0.20353469,0.2003698,0.5749832,0.3520106,0.30449888,0.24768342,0.2170834,0.24768342,0.833907,0.24321097,0.22244732
spule-upside-0315,0.4540848,0.44687444,0.3750731,0.4845516,0.44184,0.4724547,0.46795672,0.29538044,0.27968892,0.2936503,0.8975225,0.55387944,0.14147624,0.37306052,1.0000004,1.0000004,0.9902553,0.1669828,0.16892828,0.17746569,0.22444013,0.19956055,0.39065796,0.26630852,0.34852964,0.2622064,0.18958294,0.1888614,0.33784318,0.2328109,0.5813149,0.18940632,0.29820773,0.25560996,0.29820773,0.44841087,0.26126447,0.14444655
spule-upside-hole-reduced,0.4540848,0.44687444,0.3750731,0.4845516,0.44184,0.4724547,0.46795672,0.29538044,0.27968892,0.2936503,0.8975225,0.55387944,0.14147624,0.37306052,1.0000004,1.0000004,0.9902553,0.1669828,0.16892828,0.17746569,0.22444013,0.19956055,0.39065796,0.26630852,0.34852964,0.2622064,0.18958294,0.1888614,0.33784318,0.2328109,0.5813149,0.18940632,0.29820773,0.25560996,0.29820773,0.44841087,0.26126447,0.14444655
spule-upside-hole256-reduced,0.4700262,0.4648579,0.39017856,0.49204704,0.45288217,0.4913912,0.480418,0.31531194,0.29540434,0.32185093,0.8953721,0.56252205,0.14036115,0.3876978,0.9902553,0.9902553,1.0000001,0.1610238,0.16538349,0.16867533,0.21270001,0.18892658,0.38668317,0.26474893,0.3451665,0.25677988,0.17826748,0.18605475,0.334976,0.24705008,0.5754999,0.18870169,0.2958005,0.24872838,0.2958005,0.4662199,0.25183234,0.13557538
bottle_large,0.15651351,0.11820325,0.12003289,0.13738671,0.10606781,0.104159914,0.13049605,0.15983234,0.15383515,0.1138203,0.14931644,0.22987454,0.11043002,0.14163555,0.1669828,0.1669828,0.1610238,1.0000002,0.9618996,0.28503445,0.11191043,0.5476831,0.19591306,0.33932382,0.50727576,0.23090923,0.22344235,0.12880063,0.23539387,0.1283099,0.24053262,0.13700438,0.29014868,0.33687744,0.29014868,0.16815409,0.2934789,0.09239146
bottle_small,0.16647217,0.11943961,0.12783599,0.1426338,0.10435284,0.103834935,0.13666457,0.15854634,0.14898057,0.122785605,0.14303027,0.26896894,0.11755139,0.14737985,0.16892828,0.16892828,0.16538349,0.9618996,1.0,0.25623378,0.12408344,0.50334513,0.20263632,0.31916055,0.5184431,0.19696388,0.21200882,0.12279038,0.22016153,0.1412587,0.2739648,0.15213254,0.25833398,0.30995697,0.25833398,0.16909741,0.24730769,0.093801774
capsule,0.14282203,0.1374636,0.1119656,0.12975277,0.108097136,0.11010948,0.12149008,0.14588808,0.1377416,0.12585077,0.14954378,0.18706876,0.16672957,0.15999709,0.17746569,0.17746569,0.16867533,0.28503445,0.25623378,1.0000002,0.12212928,0.30966565,0.16790138,0.36464328,0.26634228,0.31908172,0.36087725,0.18394415,0.32537103,0.16246687,0.22565283,0.15648693,0.38598725,0.41961548,0.38598725,0.17712401,0.30074525,0.1368284
carpet,0.259714,0.22932751,0.29216847,0.3060499,0.23923188,0.24527213,0.28772235,0.36315084,0.33328265,0.3686868,0.21173345,0.5979265,0.4837104,0.41465762,0.22444013,0.22444013,0.21270001,0.11191043,0.12408344,0.12212928,1.0000002,0.12203568,0.36138636,0.1432367,0.14010307,0.1623951,0.13293765,0.3263933,0.13705395,0.3492299,0.3186546,0.41339275,0.11093101,0.11926384,0.11093101,0.34643462,0.112666026,0.43289846
cable_missing_train,0.09259211,0.09595682,0.07004003,0.09842377,0.09226146,0.08074497,0.0925072,0.14991777,0.15824273,0.082276486,0.20064752,0.15809415,0.17410657,0.11382689,0.19956055,0.19956055,0.18892658,0.5476831,0.50334513,0.30966565,0.12203568,1.0000004,0.25050974,0.3548433,0.52661383,0.31024238,0.2905912,0.22186539,0.3340525,0.12516487,0.1846065,0.14161505,0.3427746,0.38180667,0.3427746,0.13206832,0.32469252,0.14062256
grid_thread,0.23174746,0.18511502,0.17992124,0.22544347,0.19470894,0.2193516,0.21019252,0.24772461,0.23777342,0.2164374,0.41377443,0.5556141,0.26857114,0.2491037,0.39065796,0.39065796,0.38668317,0.19591306,0.20263632,0.16790138,0.36138636,0.25050974,1.0000001,0.25669777,0.20763193,0.26654997,0.22169779,0.32582146,0.23869526,0.20454346,0.31573522,0.28692502,0.19932891,0.20477886,0.19932891,0.25103906,0.21677625,0.25526634
hazelnut_crack_train,0.26716128,0.25602296,0.2312519,0.25663245,0.25667396,0.23798183,0.24543642,0.2097973,0.201796,0.21669918,0.2334424,0.25810996,0.13667403,0.33637118,0.26630852,0.26630852,0.26474893,0.33932382,0.31916055,0.36464328,0.1432367,0.3548433,0.25669777,1.0,0.39087474,0.45572305,0.34424123,0.270092,0.42646962,0.29273906,0.275062,0.2728412,0.33928066,0.34744406,0.33928066,0.29195863,0.33249468,0.17444281
metal_nut,0.2331771,0.21642585,0.19231276,0.22866388,0.20657316,0.18596217,0.21541792,0.14685401,0.1421441,0.12341054,0.31043416,0.26683182,0.14777605,0.18087074,0.34852964,0.34852964,0.3451665,0.50727576,0.5184431,0.26634228,0.14010307,0.52661383,0.20763193,0.39087474,1.0000002,0.30642933,0.29762793,0.21169105,0.40944353,0.13847056,0.31444046,0.15493926,0.28890103,0.33758086,0.28890103,0.22537339,0.34106296,0.14691925
pill,0.30297187,0.27042937,0.26483947,0.30624354,0.2915095,0.24815291,0.2777847,0.1669123,0.16351302,0.15397313,0.2526867,0.22139773,0.18903635,0.20587188,0.2622064,0.2622064,0.25677988,0.23090923,0.19696388,0.31908172,0.1623951,0.31024238,0.26654997,0.45572305,0.30642933,1.0000001,0.2517939,0.28331214,0.48957482,0.174511,0.20879343,0.22771278,0.3206114,0.31168216,0.3206114,0.2397592,0.2506095,0.20620877
screw_scratch_neck_train,0.13944766,0.1519252,0.106572665,0.14553809,0.1318963,0.12387128,0.12494386,0.12983406,0.12774158,0.11739861,0.16740951,0.16842443,0.1761527,0.2000039,0.18958294,0.18958294,0.17826748,0.22344235,0.21200882,0.36087725,0.13293765,0.2905912,0.22169779,0.34424123,0.29762793,0.2517939,1.0000001,0.21554688,0.31445432,0.1624136,0.3141881,0.14987475,0.2696862,0.31031644,0.2696862,0.21927004,0.32251576,0.15898119
tile_crack,0.15712883,0.17161448,0.15089831,0.17810623,0.18551485,0.1765567,0.17656961,0.25413555,0.26571,0.1840762,0.2008455,0.2758948,0.26870245,0.20353469,0.1888614,0.1888614,0.18605475,0.12880063,0.12279038,0.18394415,0.3263933,0.22186539,0.32582146,0.270092,0.21169105,0.28331214,0.21554688,1.0000004,0.2698999,0.25073576,0.2351877,0.22739214,0.1539346,0.15583992,0.1539346,0.21975094,0.23852289,0.36145362
toothbrush_small,0.2785155,0.28061113,0.25370902,0.26860383,0.26350978,0.2374917,0.27117077,0.20207429,0.19600958,0.16236453,0.3527061,0.22296739,0.15839358,0.2003698,0.33784318,0.33784318,0.334976,0.23539387,0.22016153,0.32537103,0.13705395,0.3340525,0.23869526,0.42646962,0.40944353,0.48957482,0.31445432,0.2698999,0.99999994,0.1852004,0.27536285,0.13183796,0.4005619,0.38637963,0.4005619,0.25361374,0.29496643,0.14311148
wood_scratch,0.45404384,0.4583426,0.4661917,0.46767768,0.47472656,0.5192904,0.47587064,0.6782983,0.6369604,0.7864503,0.24253578,0.3693962,0.34205368,0.5749832,0.2328109,0.2328109,0.24705008,0.1283099,0.1412587,0.16246687,0.3492299,0.12516487,0.20454346,0.29273906,0.13847056,0.174511,0.1624136,0.25073576,0.1852004,0.9999998,0.273829,0.3182947,0.2204939,0.1915852,0.2204939,0.5063999,0.17334703,0.2696127
zipper,0.30628228,0.30374506,0.27490765,0.34855247,0.29585657,0.31132963,0.33520725,0.28301165,0.26367962,0.27990332,0.5011608,0.59647363,0.23889633,0.3520106,0.5813149,0.5813149,0.5754999,0.24053262,0.2739648,0.22565283,0.3186546,0.1846065,0.31573522,0.275062,0.31444046,0.20879343,0.3141881,0.2351877,0.27536285,0.273829,1.0000002,0.27055776,0.24209258,0.22896844,0.24209258,0.39281458,0.23383714,0.19013126
leather,0.24887502,0.23198673,0.2841947,0.30705303,0.24744119,0.26063737,0.2693668,0.21951923,0.19814199,0.27964753,0.16994753,0.46687624,0.39475465,0.30449888,0.18940632,0.18940632,0.18870169,0.13700438,0.15213254,0.15648693,0.41339275,0.14161505,0.28692502,0.2728412,0.15493926,0.22771278,0.14987475,0.22739214,0.13183796,0.3182947,0.27055776,0.99999994,0.10713967,0.11401876,0.10713967,0.31739008,0.1542405,0.54373586
resin_cgp,0.2954957,0.23854972,0.19900416,0.2454885,0.22393255,0.24274635,0.25148818,0.367765,0.36455697,0.23602483,0.29166043,0.23764607,0.14351441,0.24768342,0.29820773,0.29820773,0.2958005,0.29014868,0.25833398,0.38598725,0.11093101,0.3427746,0.19932891,0.33928066,0.28890103,0.3206114,0.2696862,0.1539346,0.4005619,0.2204939,0.24209258,0.10713967,0.99999994,0.9386059,0.99999994,0.26912332,0.34173405,0.089137495
resin_cgp_augmented,0.2670169,0.20945054,0.17656478,0.22147505,0.19581494,0.19804001,0.21542534,0.3011347,0.29642287,0.18395202,0.24273053,0.22034049,0.1559302,0.2170834,0.25560996,0.25560996,0.24872838,0.33687744,0.30995697,0.41961548,0.11926384,0.38180667,0.20477886,0.34744406,0.33758086,0.31168216,0.31031644,0.15583992,0.38637963,0.1915852,0.22896844,0.11401876,0.9386059,0.99999976,0.9386059,0.2346861,0.33188552,0.09456524
window_cgp,0.2954957,0.23854972,0.19900416,0.2454885,0.22393255,0.24274635,0.25148818,0.367765,0.36455697,0.23602483,0.29166043,0.23764607,0.14351441,0.24768342,0.29820773,0.29820773,0.2958005,0.29014868,0.25833398,0.38598725,0.11093101,0.3427746,0.19932891,0.33928066,0.28890103,0.3206114,0.2696862,0.1539346,0.4005619,0.2204939,0.24209258,0.10713967,0.99999994,0.9386059,0.99999994,0.26912332,0.34173405,0.089137495
severstal,0.6330908,0.6795901,0.5897591,0.7022361,0.67851144,0.7333403,0.65343964,0.5251875,0.4821424,0.6345288,0.4891388,0.5053048,0.28707165,0.833907,0.44841087,0.44841087,0.4662199,0.16815409,0.16909741,0.17712401,0.34643462,0.13206832,0.25103906,0.29195863,0.22537339,0.2397592,0.21927004,0.21975094,0.25361374,0.5063999,0.39281458,0.31739008,0.26912332,0.2346861,0.26912332,1.0000002,0.23568599,0.27159035
transistor_damaged_case_train,0.164113,0.16718197,0.11064789,0.16893175,0.16437021,0.17503335,0.14894785,0.17614374,0.17812206,0.13070425,0.2773261,0.18753107,0.114961185,0.24321097,0.26126447,0.26126447,0.25183234,0.2934789,0.24730769,0.30074525,0.112666026,0.32469252,0.21677625,0.33249468,0.34106296,0.2506095,0.32251576,0.23852289,0.29496643,0.17334703,0.23383714,0.1542405,0.34173405,0.33188552,0.34173405,0.23568599,1.0000001,0.09455238
crack_forest,0.16224599,0.20252293,0.22806527,0.2365016,0.2174159,0.21418014,0.21920219,0.24889858,0.25101987,0.2285366,0.13136777,0.33020967,0.56325126,0.22244732,0.14444655,0.14444655,0.13557538,0.09239146,0.093801774,0.1368284,0.43289846,0.14062256,0.25526634,0.17444281,0.14691925,0.20620877,0.15898119,0.36145362,0.14311148,0.2696127,0.19013126,0.54373586,0.089137495,0.09456524,0.089137495,0.27159035,0.09455238,1.0000004
